Field=Designator~String~Designator~73|Field=LibRef~String~LibRef~115|Field=Description~String~Description~282|Field=Quantity~Integer~Quantity~280|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~MIDI_USB.PrjPcb|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Projects\MIDI_USB\MIDI_USB.PrjPcb|ReportField=Title~BOM_PartType For Project [MIDI_USB.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~270|ReportField=ReportTime~12:44:54|ReportField=ReportDate~05/03/2022|ReportField=ReportDateTime~05/03/2022 12:44:54|ReportField=OutputName~BOM_PartType|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~|ReportField=CurrentTime~|ReportField=Date~|ReportField=DocumentFullPathAndName~|ReportField=DocumentName~|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions|CenterHorizontal=True|CenterVertical=True|PrintScale=1.00|XCorrection=1.00|YCorrection=1.00|PrintKind=1|BorderSize=5000000|LeftOffset=0|BottomOffset=0|Orientation=2|PaperLength=1000|PaperWidth=1000|Scale=100|PaperSource=7|PrintQuality=-3|MediaType=1|DitherType=10|PrintScaleMode=1|PaperKind=A3 (Scaled)|PaperIndex=8|ReportField=ProjectName~|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~MIDI_USB.PrjPcb|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Projects\MIDI_USB\MIDI_USB.PrjPcb
R54|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R55|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R56|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R57|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R58|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R59|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R60|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R61|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R62|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R63|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R64|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R65|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R66|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R67|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R68|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R69|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R70|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R71|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R72|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R73|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R74|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R75|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R76|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R77|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R78|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R79|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R80|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
R81|RES0603_100R|Standard 0805 Resistor, 5%, Thick Film|1
